parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,pname,inst,ptype,pstyle,i,j,zone,x,y,parval1_trans,parlbnd_trans,parubnd_trans
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:3_x:1750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,0,3,,1750.00,10250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:4_x:2250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,0,4,,2250.00,10250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:5_x:2750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,0,5,,2750.00,10250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:6_x:3250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,0,6,,3250.00,10250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:7_x:3750.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,0,7,,3750.00,10250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:0_j:8_x:4250.00_y:10250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,0,8,,4250.00,10250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:0_x:250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,0,,250.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:1_x:750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,1,,750.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:2_x:1250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,2,,1250.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:3_x:1750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,3,,1750.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:4_x:2250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,4,,2250.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:5_x:2750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,5,,2750.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:6_x:3250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,6,,3250.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:7_x:3750.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,7,,3750.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:1_j:8_x:4250.00_y:9750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,1,8,,4250.00,9750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:0_x:250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,0,,250.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:1_x:750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,1,,750.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:2_x:1250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,2,,1250.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:3_x:1750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,3,,1750.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:4_x:2250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,4,,2250.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:5_x:2750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,5,,2750.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:6_x:3250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,6,,3250.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:7_x:3750.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,7,,3750.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:2_j:8_x:4250.00_y:9250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,2,8,,4250.00,9250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:0_x:250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,0,,250.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:1_x:750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,1,,750.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:2_x:1250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,2,,1250.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:3_x:1750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,3,,1750.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:4_x:2250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,4,,2250.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:5_x:2750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,5,,2750.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:6_x:3250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,6,,3250.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:7_x:3750.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,7,,3750.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:3_j:8_x:4250.00_y:8750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,3,8,,4250.00,8750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:0_x:250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,0,,250.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:1_x:750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,1,,750.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:2_x:1250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,2,,1250.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:3_x:1750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,3,,1750.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:4_x:2250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,4,,2250.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:5_x:2750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,5,,2750.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:6_x:3250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,6,,3250.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:7_x:3750.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,7,,3750.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:4_j:8_x:4250.00_y:8250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,4,8,,4250.00,8250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:0_x:250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,0,,250.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:1_x:750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,1,,750.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:2_x:1250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,2,,1250.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:3_x:1750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,3,,1750.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:4_x:2250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,4,,2250.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:5_x:2750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,5,,2750.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:6_x:3250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,6,,3250.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:7_x:3750.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,7,,3750.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:5_j:8_x:4250.00_y:7750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,5,8,,4250.00,7750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:0_x:250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,0,,250.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:1_x:750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,1,,750.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:2_x:1250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,2,,1250.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:3_x:1750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,3,,1750.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:4_x:2250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,4,,2250.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:5_x:2750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,5,,2750.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:6_x:3250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,6,,3250.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:7_x:3750.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,7,,3750.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:6_j:8_x:4250.00_y:7250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,6,8,,4250.00,7250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:0_x:250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,0,,250.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:1_x:750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,1,,750.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:2_x:1250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,2,,1250.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:3_x:1750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,3,,1750.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:4_x:2250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,4,,2250.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:5_x:2750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,5,,2750.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:6_x:3250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,6,,3250.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:7_x:3750.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,7,,3750.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:7_j:8_x:4250.00_y:6750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,7,8,,4250.00,6750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:0_x:250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,0,,250.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:1_x:750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,1,,750.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:2_x:1250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,2,,1250.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:3_x:1750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,3,,1750.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:4_x:2250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,4,,2250.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:5_x:2750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,5,,2750.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:6_x:3250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,6,,3250.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:7_x:3750.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,7,,3750.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:8_j:8_x:4250.00_y:6250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,8,8,,4250.00,6250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:0_x:250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,0,,250.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:1_x:750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,1,,750.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:2_x:1250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,2,,1250.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:3_x:1750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,3,,1750.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:4_x:2250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,4,,2250.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:5_x:2750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,5,,2750.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:6_x:3250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,6,,3250.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:7_x:3750.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,7,,3750.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:9_j:8_x:4250.00_y:5750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,9,8,,4250.00,5750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:0_x:250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,0,,250.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:1_x:750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,1,,750.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:2_x:1250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,2,,1250.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:3_x:1750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,3,,1750.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:4_x:2250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,4,,2250.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:5_x:2750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,5,,2750.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:6_x:3250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,6,,3250.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:7_x:3750.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,7,,3750.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:10_j:8_x:4250.00_y:5250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,10,8,,4250.00,5250.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:0_x:250.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,0,,250.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:1_x:750.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,1,,750.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:2_x:1250.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,2,,1250.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:3_x:1750.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,3,,1750.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:4_x:2250.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,4,,2250.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:5_x:2750.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,5,,2750.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:6_x:3250.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,6,,3250.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:7_x:3750.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,7,,3750.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:11_j:8_x:4250.00_y:4750.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,11,8,,4250.00,4750.00,0.0,-0.3010299956639812,0.3010299956639812
pname:sto_sy_inst:2_ptype:gr_pstyle:m_i:12_j:0_x:250.00_y:4250.00,log,factor,1.0,0.5,2.0,sto_gr,1.0,0.0,1,sto,2,gr,m,12,0,,250.00,4250.00,0.0,-0.3010299956639812,0.3010299956639812
